seller_id,product_id,product_category_name,total_sales_dollars,total_sales_qty,total_freight_cost,net_revenue,profit_margin,unit_price,quadrant
002100f778ceb8431b7a1020ff7ab48f,1b7c03297b91c3accb749dfadbac7bbe,moveis_decoracao,27.799999999999997,2,26.95,0.8499999999999979,3.0575538468505736,13.899993050003472,Dog
002100f778ceb8431b7a1020ff7ab48f,202461254670632afd89ac8034e87453,moveis_decoracao,19.9,1,15.1,4.799999999999999,24.12060180298483,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,298f838b1798d952580d034bf84bd33a,moveis_decoracao,17.9,1,15.1,2.799999999999999,15.64245722667836,17.8999821000179,Dog
002100f778ceb8431b7a1020ff7ab48f,414c53fa9c5cc4a0390682aeb2e25ec1,moveis_decoracao,210.79999999999998,12,153.2,57.599999999999994,27.32447804874536,17.566665202777898,Cash Cow
002100f778ceb8431b7a1020ff7ab48f,43840498716c5a01802df8992c619267,moveis_decoracao,12.9,1,11.85,1.0500000000000007,8.139534252749288,12.899987100012902,Dog
002100f778ceb8431b7a1020ff7ab48f,54151de8a5ccf2dc3058b447e1f582f3,moveis_decoracao,39.9,1,22.01,17.889999999999997,44.83709160809294,39.899960100039905,Dog
002100f778ceb8431b7a1020ff7ab48f,62c2b9bd44500d0305b1e50e2c9bd34d,moveis_decoracao,19.9,1,15.1,4.799999999999999,24.12060180298483,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,69adf2553423d21b32e7f734196a3ab2,moveis_decoracao,89.9,1,18.51,71.39,79.41045517897157,89.89991010008991,Question Mark / Hidden Gem
002100f778ceb8431b7a1020ff7ab48f,6be1edd09e2decfd7bb76220355bc693,moveis_decoracao,19.9,1,18.23,1.6699999999999982,8.391959377288465,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,74f250adf8f41738ca96718232a41499,moveis_decoracao,17.9,1,12.79,5.109999999999999,28.54748443868802,17.8999821000179,Dog
002100f778ceb8431b7a1020ff7ab48f,79792fabf714677e94472c3ce5e719a5,moveis_decoracao,37.8,2,24.64,13.159999999999997,34.814813893787985,18.899990550004723,Dog
002100f778ceb8431b7a1020ff7ab48f,9666f6aaf24141e6d17f7d56921f364d,moveis_decoracao,27.8,2,23.7,4.100000000000001,14.748200908338102,13.899993050003474,Dog
002100f778ceb8431b7a1020ff7ab48f,986870b9985d95ef6205bae1953a61a5,moveis_decoracao,19.9,1,15.1,4.799999999999999,24.12060180298483,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,adb87e70152d5c87a1929b2019494320,moveis_decoracao,19.9,1,15.1,4.799999999999999,24.12060180298483,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,bb9b2da4f8ff24846eb34e2bd128d5b4,moveis_decoracao,49.9,1,11.85,38.05,76.25250348191376,49.8999501000499,Dog
002100f778ceb8431b7a1020ff7ab48f,cb790fa02cc6097dcbf8f9f05904a005,moveis_decoracao,19.9,1,15.1,4.799999999999999,24.12060180298483,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,db12ac2c4b6f38f091e197cece7d4a3e,moveis_decoracao,49.9,1,25.63,24.27,48.63727357440334,49.8999501000499,Dog
002100f778ceb8431b7a1020ff7ab48f,e619ceb6b2a4196772ddaa5c6e0368a7,moveis_decoracao,19.9,1,11.85,8.049999999999999,40.45225927375581,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,ef4d462089a7f98d6235d3f98ee2dadd,moveis_decoracao,19.9,1,15.1,4.799999999999999,24.12060180298483,19.8999801000199,Dog
002100f778ceb8431b7a1020ff7ab48f,f20ecbadee5c21ee0f8b35381c49f267,moveis_decoracao,129.9,1,15.66,114.24000000000001,87.94457207125042,129.8998701001299,Question Mark / Hidden Gem
002100f778ceb8431b7a1020ff7ab48f,f5765f6aff97015236abc132d8983b89,moveis_decoracao,19.9,1,11.85,8.049999999999999,40.45225927375581,19.8999801000199,Dog
004c9cd9d87a3c30c522c48c4fc07416,0085dddda27567189f1dfd1eda7c286e,cama_mesa_banho,179.8,1,18.51,161.29000000000002,89.70522753222899,179.79982020017982,Star
004c9cd9d87a3c30c522c48c4fc07416,01b864cf36d60d972e2e29d8c5084d64,cama_mesa_banho,139.99,1,21.47,118.52000000000001,84.66318962309316,139.98986001014,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,0a4c11f70d3d4d9f2a540804b873e9e2,cama_mesa_banho,149.9,1,16.68,133.22,88.87258112826831,149.8998501001499,Star
004c9cd9d87a3c30c522c48c4fc07416,0d8a610fba87a613abc873be8d164bb7,cama_mesa_banho,104.99,1,19.97,85.02,80.97914009925574,104.98989501010499,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,0e62e9412bc4636f89f83b9dc9dfd897,cama_mesa_banho,133.99,1,16.57,117.42000000000002,87.63340482399131,133.98986601013402,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,0e942ba3342dde6fd0f8d2e735ac4264,cama_mesa_banho,449.95,5,68.7,381.25,84.73163666022529,89.9899820020036,Star
004c9cd9d87a3c30c522c48c4fc07416,0f8016710ce920034150241f0b8b5def,cama_mesa_banho,199.99,1,26.24,173.75,86.87934353277991,199.9898000102,Star
004c9cd9d87a3c30c522c48c4fc07416,12cabe5229bf1f037e257f645f04caa4,cama_mesa_banho,471.96,4,97.11,374.84999999999997,79.42410356931921,117.98997050250736,Star
004c9cd9d87a3c30c522c48c4fc07416,152d8bb1e16d0a4f567c7cece5e92b6a,cama_mesa_banho,177.99,1,16.88,161.11,90.51632063308995,177.98982201017802,Star
004c9cd9d87a3c30c522c48c4fc07416,1fbeaaa01377d3f600de52f455ef578c,cama_mesa_banho,170.0,1,18.1,151.9,89.35294065086507,169.99983000017002,Star
004c9cd9d87a3c30c522c48c4fc07416,209fa5709fd95c3fac1edddca1d6c505,cama_mesa_banho,574.93,7,116.05999999999999,458.86999999999995,79.813194510961,82.1328454095935,Star
004c9cd9d87a3c30c522c48c4fc07416,23658e8d5d2c1d61b0d59b34ebbabb44,cama_mesa_banho,81.4,1,12.91,68.49000000000001,84.14004810638762,81.3999186000814,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,27b63e625b46d9fa220450d4a204c0b8,cama_mesa_banho,159.99,1,16.75,143.24,89.5305951026277,159.98984001016,Star
004c9cd9d87a3c30c522c48c4fc07416,28695d1fbc87ba371ee1a55dbb422f0c,cama_mesa_banho,95.8,2,29.479999999999997,66.32,69.22755668864762,47.89997605001197,Dog
004c9cd9d87a3c30c522c48c4fc07416,292fb25ba428fb067c8b7cf3f70b58be,cama_mesa_banho,104.99,1,17.98,87.00999999999999,82.87455869249872,104.98989501010499,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,2b6668f997fdf67b759b63fa849b0b39,cama_mesa_banho,154.9,1,18.33,136.57,88.16655850118426,154.89984510015492,Star
004c9cd9d87a3c30c522c48c4fc07416,2fb51d5cb775a68676826ebe06a17dc5,cama_mesa_banho,59.99,1,15.63,44.36,73.94565637696854,59.989940010059996,Dog
004c9cd9d87a3c30c522c48c4fc07416,389dab2c3ff642d27fccf64962be5d4c,cama_mesa_banho,133.99,1,21.43,112.56,84.00626849760229,133.98986601013402,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,3a39c179470806b09fb138536170cca3,cama_mesa_banho,112.99,1,16.42,96.57,85.46773975159094,112.989887010113,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,3d50229001636cd5e9851e53383c6b8a,cama_mesa_banho,107.98,2,23.810000000000002,84.17,77.94961957816615,53.989973005013496,Dog
004c9cd9d87a3c30c522c48c4fc07416,45a19bf9dddef525a5881b62c01f164c,cama_mesa_banho,165.98,2,35.66,130.32,78.51548332018628,82.98995850502074,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,479c131b7a9955b2e137e8d8d2187c63,cama_mesa_banho,331.96,4,61.91,270.04999999999995,81.35016242514108,82.98997925250518,Star
004c9cd9d87a3c30c522c48c4fc07416,47cc9106e1bc828d424f9439933ca075,cama_mesa_banho,175.0,2,42.64,132.36,75.6342852820898,87.49995625002187,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,4cfd7d1aae59a0b4f117e39ccbb0deec,cama_mesa_banho,53.99,1,12.72,41.27,76.44008008075421,53.989946010054,Dog
004c9cd9d87a3c30c522c48c4fc07416,50805a148492a9e871186240363cd2e8,cama_mesa_banho,133.99,1,16.05,117.94000000000001,88.02149348442799,133.98986601013402,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,54af11c815f92135fb554bd9c97dd418,cama_mesa_banho,908.7,13,233.20999999999998,675.49,74.3358643398967,69.89999462307735,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,555b27dfb2ed94d001c28e5624dd6961,cama_mesa_banho,497.93999999999994,6,127.07,370.86999999999995,74.48086099835149,82.98998616833563,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,56324522787b0f1b85cc081fffadc3f8,cama_mesa_banho,169.99,1,21.68,148.31,87.24630809314485,169.98983001017,Star
004c9cd9d87a3c30c522c48c4fc07416,59af5c511a76e7fe573446f94cdb83b9,cama_mesa_banho,353.96999999999997,3,80.61,273.35999999999996,77.22688341603275,117.98996067001309,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,60525d5b6a1658c5eea3c64713922000,cama_mesa_banho,109.99,1,17.51,92.47999999999999,84.08037017837648,109.98989001010999,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,6814dd9a0fcc3213534377d08d8a24fa,cama_mesa_banho,580.93,7,151.44,429.48999999999995,73.93145460910702,82.9899881442874,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,6931796bb4e63c4dd0919290c8cb699e,cama_mesa_banho,99.99,1,13.72,86.27,86.27862699991373,99.98990001009999,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,6971a132d48181b7060704b73f3bfed5,cama_mesa_banho,315.0,3,56.07,258.93,82.19999973904763,104.99996500001166,Star
004c9cd9d87a3c30c522c48c4fc07416,6ef8c8d7d06c5dca94963e77ccd20778,cama_mesa_banho,519.98,2,48.92,471.06,90.59194566984894,259.989870005065,Star
004c9cd9d87a3c30c522c48c4fc07416,6f5c977cd6fb4cea20db551bc8728ff9,cama_mesa_banho,85.82,1,16.23,69.58999999999999,81.08832345504166,85.81991418008582,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,7041ae473941c8270e3a0f3cf73a379f,cama_mesa_banho,139.9,1,16.61,123.29,88.12723310845438,139.8998601001399,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,71e54303c8b80673889bfc98bc5ecb0e,cama_mesa_banho,169.99,1,16.3,153.69,90.4112001270004,169.98983001017,Star
004c9cd9d87a3c30c522c48c4fc07416,724fe07643503d3d092cd5017207c164,cama_mesa_banho,126.8,2,35.39,91.41,72.08990479424365,63.39996830001584,Dog
004c9cd9d87a3c30c522c48c4fc07416,7755707fe561ddbc56cefcce33c97945,cama_mesa_banho,233.8,1,94.94,138.86,59.39264303082702,233.79976620023382,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,77a5f8bbf0093ff1724692679af6e0a4,cama_mesa_banho,189.99,1,21.82,168.17000000000002,88.51518454384345,189.98981001019,Star
004c9cd9d87a3c30c522c48c4fc07416,7c7ba34fc22db0ff31a7d075991eeade,cama_mesa_banho,59.99,1,13.78,46.21,77.02950363344718,59.989940010059996,Dog
004c9cd9d87a3c30c522c48c4fc07416,7ce4db889dbcd395526f583dbbd40080,cama_mesa_banho,99.99,1,13.72,86.27,86.27862699991373,99.98990001009999,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,8607de65564eb8365dff1cd491ba80d4,cama_mesa_banho,89.99,1,17.37,72.61999999999999,80.697854420515,89.98991001008999,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,86766d5e84f560b949d8a4582e9fdbdb,cama_mesa_banho,189.99,1,21.82,168.17000000000002,88.51518454384345,189.98981001019,Star
004c9cd9d87a3c30c522c48c4fc07416,880a54b4d8c28e6f7f519ae8caaa09db,cama_mesa_banho,109.99,1,13.35,96.64,87.8625321587187,109.98989001010999,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,8b90be4893a4277a9f33c5b2348cf9c6,cama_mesa_banho,109.99,1,8.27,101.72,92.4811338077904,109.98989001010999,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,8d23da47a7828cf786103f1c3fbeab43,cama_mesa_banho,143.99,1,21.09,122.9,85.35314893150115,143.98985601014402,Star
004c9cd9d87a3c30c522c48c4fc07416,902f869d68a62356e8f9d054ad5e9072,cama_mesa_banho,119.99,1,20.92,99.07,82.56521307971319,119.98988001011999,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,9290dcd745e8dcacde07c289f4af71c4,cama_mesa_banho,179.98,2,25.94,154.04,85.5872870008485,89.98995500502248,Star
004c9cd9d87a3c30c522c48c4fc07416,92d9e76c3678dc402b5d1a49f1ccc7f2,cama_mesa_banho,471.96,4,107.1,364.86,77.30739876831215,117.98997050250736,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,9414323ebb3ebedacbca284868df0eb5,cama_mesa_banho,246.99,1,19.02,227.97,92.29928299809998,246.98975301024703,Star
004c9cd9d87a3c30c522c48c4fc07416,95380c355d1a589a9f3e7bfe9e5920d3,cama_mesa_banho,175.99,1,16.23,159.76000000000002,90.77788459129562,175.98982401017602,Star
004c9cd9d87a3c30c522c48c4fc07416,976f5de0b6a1c79fedf4e1f713251efa,cama_mesa_banho,419.88,3,64.41,355.47,84.65990262775102,139.9599533466822,Star
004c9cd9d87a3c30c522c48c4fc07416,9f98cbe573253ebd8cc1c0f5f061451d,cama_mesa_banho,79.99,1,13.14,66.85,83.57294557353487,79.98992001007998,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,825.93,7,110.06,715.8699999999999,86.67441540242584,117.98998314428812,Star
004c9cd9d87a3c30c522c48c4fc07416,a742e0f6787ec4e2ae3a124d40d82c6c,cama_mesa_banho,235.98,2,55.95,180.02999999999997,76.2903632668431,117.98994100502948,Cash Cow
004c9cd9d87a3c30c522c48c4fc07416,af14fe70f0c9ddfe9914b0ced0998d40,cama_mesa_banho,420.0,4,79.31,340.69,81.11666647353175,104.99997375000656,Star
004c9cd9d87a3c30c522c48c4fc07416,b2d98b6f547c14e29a9e72b8e630d936,cama_mesa_banho,807.99,7,136.04,671.95,83.16315785694978,115.42712636755337,Star
004c9cd9d87a3c30c522c48c4fc07416,b5075db67f027daed66cc97a6626a7b8,cama_mesa_banho,175.99,1,16.34,159.65,90.71538104031262,175.98982401017602,Star
004c9cd9d87a3c30c522c48c4fc07416,bd3a02d6af913ac8e4c07501e2a13dd5,cama_mesa_banho,129.99,1,18.0,111.99000000000001,86.15278032038788,129.98987001013,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,bea29aa4974e69f7e5873c7df0393b16,cama_mesa_banho,163.0,2,30.259999999999998,132.74,81.4355823224811,81.49995925002037,Star
004c9cd9d87a3c30c522c48c4fc07416,c347e9e3e30d35fff96379aef21c40d4,cama_mesa_banho,379.98,2,39.41,340.57000000000005,89.6284012589389,189.9899050050475,Star
004c9cd9d87a3c30c522c48c4fc07416,c70b245be241b2912373e109362c56c2,cama_mesa_banho,199.99,1,17.03,182.96,91.4845737712657,199.9898000102,Star
004c9cd9d87a3c30c522c48c4fc07416,d275bb0f793c1f80031e1f6ae7e1ab00,cama_mesa_banho,146.99,1,21.52,125.47000000000001,85.359547687873,146.98985301014702,Star
004c9cd9d87a3c30c522c48c4fc07416,d9d3c966af100aeb7047ac8b59a70d4c,cama_mesa_banho,219.98,2,29.08,190.89999999999998,86.7806160251813,109.98994500502748,Star
004c9cd9d87a3c30c522c48c4fc07416,daf9301b3e3756d45250765852ed0dfd,cama_mesa_banho,159.69,1,18.37,141.32,88.4964613407448,159.6898403101597,Star
004c9cd9d87a3c30c522c48c4fc07416,db8ed3d08891d16a2438a67ab3acb740,cama_mesa_banho,133.99,1,23.2,110.79,82.68527440342358,133.98986601013402,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,de01db017586d557505e72625f9f49d4,cama_mesa_banho,199.99,1,21.89,178.10000000000002,89.05445227734161,199.9898000102,Star
004c9cd9d87a3c30c522c48c4fc07416,debefa981200019b8c4a45d0176125a6,cama_mesa_banho,112.9,1,21.28,91.62,81.1514607515371,112.89988710011292,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,e21e755eab33a63a03fa9080691b357e,cama_mesa_banho,319.98,2,42.4,277.58000000000004,86.74917155213086,159.98992000504,Star
004c9cd9d87a3c30c522c48c4fc07416,e2b9488ff4e25e7fb5a2973a65eb79e2,cama_mesa_banho,467.97,3,71.06,396.91,84.81526575460977,155.98994800335066,Star
004c9cd9d87a3c30c522c48c4fc07416,e390a486e30fd924501447fb663de0b7,cama_mesa_banho,179.98,2,30.02,149.95999999999998,83.32036846693872,89.98995500502248,Star
004c9cd9d87a3c30c522c48c4fc07416,eb2b562ff5f5dd3af46e13264146f0c0,cama_mesa_banho,189.99,1,16.96,173.03,91.07321390034626,189.98981001019,Star
004c9cd9d87a3c30c522c48c4fc07416,ec1a2701e8f1d9d8703e876f5c0342d4,cama_mesa_banho,143.99,1,23.88,120.11000000000001,83.41551438700247,143.98985601014402,Star
004c9cd9d87a3c30c522c48c4fc07416,efea073f60eaa399daf907a712f18a85,cama_mesa_banho,50.5,1,15.56,34.94,69.18811744181946,50.499949500050505,Dog
004c9cd9d87a3c30c522c48c4fc07416,f2ed77847f3b2e104b246bef65f15d0c,cama_mesa_banho,104.99,1,18.6,86.38999999999999,82.28402626646321,104.98989501010499,Question Mark / Hidden Gem
004c9cd9d87a3c30c522c48c4fc07416,f79503580bd375ac194bb6d145398e03,cama_mesa_banho,169.99,1,33.64,136.35000000000002,80.21060015171129,169.98983001017,Star
004c9cd9d87a3c30c522c48c4fc07416,fa94f25a73969e3a25d52706e246dfcc,cama_mesa_banho,219.98,2,33.1,186.88,84.9531771754106,109.98994500502748,Star
004c9cd9d87a3c30c522c48c4fc07416,fe673b1b9f582dfe9077e7ecfb03446a,cama_mesa_banho,53.99,1,17.95,36.040000000000006,66.75310118997776,53.989946010054,Dog
00720abe85ba0859807595bbf045a33b,0ae935aec15938b92f6667ec2fde2dc2,utilidades_domesticas,312.0,4,85.96000000000001,226.04,72.44871771651052,77.99998050000487,Cash Cow
00720abe85ba0859807595bbf045a33b,0e14941c183946f60e3b86585d05f984,utilidades_domesticas,74.0,5,56.15,17.85,24.12162129565377,14.799997040000592,Dog
00720abe85ba0859807595bbf045a33b,135679c12dc580ad4a0c87b494a46942,utilidades_domesticas,132.0,1,9.67,122.33,92.67424172216484,131.999868000132,Question Mark / Hidden Gem
00720abe85ba0859807595bbf045a33b,2d9ff06c8870a518f5f6909774e140fb,utilidades_domesticas,156.0,2,17.8,138.2,88.58974302186061,77.9999610000195,Star
00720abe85ba0859807595bbf045a33b,7cefa61c9500d9b227894dc48d8b5a0b,utilidades_domesticas,43.5,3,19.59,23.91,54.96551597780424,14.499995166668278,Dog
00720abe85ba0859807595bbf045a33b,ae2531af4f44882cd7daed3b429d8744,utilidades_domesticas,74.0,5,38.75,35.25,47.635134491417105,14.799997040000592,Dog
00720abe85ba0859807595bbf045a33b,cb04681b1a0dc519c3184cae771a2cdf,utilidades_domesticas,78.0,1,9.36,68.64,87.99999887179489,77.999922000078,Question Mark / Hidden Gem
00720abe85ba0859807595bbf045a33b,e5be5333cb5acab251c28955c22b9fbd,utilidades_domesticas,84.0,1,18.17,65.83,78.36904668608278,83.99991600008401,Dog
00ab3eff1b5192e5f1a63bcecfee11c8,362db8a45afd47d3f54c0f34f7c828bc,beleza_saude,98.0,1,12.08,85.92,87.67346849312788,97.999902000098,Question Mark / Hidden Gem
00d8b143d12632bad99c0ad66ad52825,e4db070498b75e666a0736eb2f0abcd4,fashion_bolsas_e_acessorios,86.0,1,51.1,34.9,40.58139487696052,85.99991400008601,Dog
00ee68308b45bc5e2660cd833c3f81cc,0603d2d85bcc46beb11bd247870c4841,cama_mesa_banho,920.0,6,68.32,851.6800000000001,92.57391294285445,153.33330777778204,Star
00ee68308b45bc5e2660cd833c3f81cc,078e8db43688ea060cf754e7bd2b92e7,cama_mesa_banho,432.0,9,94.32,337.68,78.16666648572532,47.99999466666726,Cash Cow
00ee68308b45bc5e2660cd833c3f81cc,10717ff440b2320081989126e858b220,cama_mesa_banho,2932.0,21,325.45,2606.55,88.9000681825034,139.61904097052187,Star
00ee68308b45bc5e2660cd833c3f81cc,180a3dd286404dc8a9154904eadaec99,cama_mesa_banho,189.0,1,41.98,147.02,77.78835937678117,188.99981100018903,Cash Cow
00ee68308b45bc5e2660cd833c3f81cc,1a6706786a1ae8f9e6e4e36a3bed68ed,cama_mesa_banho,79.0,1,8.32,70.68,89.46835329786896,78.99992100007901,Question Mark / Hidden Gem
00ee68308b45bc5e2660cd833c3f81cc,1e8c9a649b9c92a2acf771c3168e15b8,cama_mesa_banho,1749.0,4,60.36,1688.64,96.54888502198463,437.24989068752734,Star
00ee68308b45bc5e2660cd833c3f81cc,363218ba55c610b750224f90bdd34be1,cama_mesa_banho,943.0,11,179.53,763.47,80.96182388021016,85.72726493388501,Star
00ee68308b45bc5e2660cd833c3f81cc,36c2fb4fa746273709c373f6d6ec6796,cama_mesa_banho,1160.0,16,234.85999999999999,925.14,79.75344820710909,72.49999546875028,Star
00ee68308b45bc5e2660cd833c3f81cc,44053ed0088d0655ed338810cd2d4d51,cama_mesa_banho,276.0,2,25.509999999999998,250.49,90.757246047981,137.99993100003448,Star
00ee68308b45bc5e2660cd833c3f81cc,47cd48073d67f91f09cb5ef9496c920b,cama_mesa_banho,690.0,8,112.6,577.4,83.6811592990128,86.24998921875135,Star
00ee68308b45bc5e2660cd833c3f81cc,5d92abea542c2022dfee91dd630f2697,cama_mesa_banho,451.0,4,45.11,405.89,89.99778250554814,112.74997181250704,Star
00ee68308b45bc5e2660cd833c3f81cc,726b4e18f00255e2e63491bcba3f60b8,moveis_colchao_e_estofado,1860.0,22,928.74,931.26,50.06774190856572,84.54545070247951,Cash Cow
00ee68308b45bc5e2660cd833c3f81cc,818b2f7d6fe6abc4575e94c7dcccfcc4,cama_mesa_banho,198.0,2,33.92,164.07999999999998,82.86868645015815,98.99995050002474,Star
00ee68308b45bc5e2660cd833c3f81cc,9095a5b548eb913258279d5aea381643,cama_mesa_banho,330.0,3,38.0,292.0,88.48484821671259,109.99996333334555,Star
00ee68308b45bc5e2660cd833c3f81cc,95320d70592f898880af9c3d5394728c,cama_mesa_banho,213.0,1,20.99,192.01,90.14553948288479,212.99978700021302,Star
00ee68308b45bc5e2660cd833c3f81cc,95ec3f7e237a87df9935a570ab6ef266,cama_mesa_banho,495.0,3,67.91,427.09000000000003,86.28080790650343,164.99994500001833,Star
00ee68308b45bc5e2660cd833c3f81cc,96d1c06692244e2fed6e1f9aa9552770,cama_mesa_banho,682.0,11,93.24,588.76,86.32844562121929,61.99999436363688,Star
00ee68308b45bc5e2660cd833c3f81cc,b1851a67aab3aafb8c62f81b64d31278,cama_mesa_banho,1037.0,3,36.88,1000.12,96.44358717797145,345.6665514444828,Star
00ee68308b45bc5e2660cd833c3f81cc,d692d19cee022f7acab76373f297ad6a,cama_mesa_banho,2762.0,22,296.08,2465.92,89.28023168382325,125.54544883884323,Star
00ee68308b45bc5e2660cd833c3f81cc,eab2f90face23112d9bf1d4d3e641696,cama_mesa_banho,380.0,4,52.12,327.88,86.28421029925207,94.99997625000593,Star
00ee68308b45bc5e2660cd833c3f81cc,ed5122a6a757a4fea8f32a6fb95a5135,cama_mesa_banho,1325.0,12,176.09,1148.91,86.71018861380362,110.41665746527855,Star
00ee68308b45bc5e2660cd833c3f81cc,ee4a5109a6b0bf0dd3a3347b73955c95,cama_mesa_banho,418.0,3,117.88,300.12,71.79904289043291,139.33328688890435,Cash Cow
00ee68308b45bc5e2660cd833c3f81cc,f71954485428cf87945953ea0a0a6229,cama_mesa_banho,739.0,3,122.44999999999999,616.55,83.43031111849754,246.33325122224957,Star
00fc707aaaad2d31347cf883cd2dfe10,0d85c435fd60b277ffb9e9b0f88f927a,informatica_acessorios,296.70000000000005,3,50.019999999999996,246.68000000000006,83.14121980741079,98.89996703334434,Star
00fc707aaaad2d31347cf883cd2dfe10,18486698933fbb64af6c0a255f7dd64c,informatica_acessorios,165.8,2,29.73,136.07000000000002,82.0687570442174,82.89995855002073,Star
